ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
592	632	1	20	20	100	100.0	0	0	0
593	1197	8	20	20	0	0	11	0	0
594	1444	9	20	20	100	5.0	8	0	0
595	1472	1	20	20	100	15.0	14	100	21.0
596	636	8	16	10	100	50.0	9	100	55.0
597	1087	1	20	20	100	25.0	9	0	0
598	1835	10	20	20	0	0	16	0	0
599	1473	1	20	20	100	20.0	16	100	18.0
600	170	1	5	5	100	100.0	0	0	0
601	1022	1	20	20	100	40.0	6	0	0
602	801	10	20	20	0	0	17	0	0
603	309	1	7	7	100	100.0	0	0	0
604	892	1	20	20	100	20.0	13	0	0
605	1765	4	20	20	100	5.0	11	100	9.0
606	1711	12	20	20	0	0	9	0	0
607	582	2	10	10	100	90.0	1	0	0
608	1121	4	20	20	100	25.0	9	0	0
609	1364	11	20	20	100	5.0	14	100	7.0
610	1487	12	20	16	0	0	13	0	0
611	235	4	5	5	100	100.0	2	100	100.0
612	1397	2	20	16	100	18.0	13	100	7.0
613	66	1	2	2	100	100.0	0	0	0
614	811	2	20	20	100	35.0	12	0	0
615	1649	9	20	20	0	0	10	0	0
616	1523	10	20	20	0	0	14	0	0
617	402	1	10	10	100	70.0	0	0	0
618	1052	3	20	20	100	100.0	0	0	0
619	1334	3	20	20	100	35.0	9	100	11.0
620	1379	9	20	20	0	0	9	0	0
621	1444	4	20	20	0	0	13	0	0
622	1444	8	20	20	0	0	13	0	0
623	1401	7	20	20	0	0	14	0	0
624	841	10	20	20	0	0	6	0	0
625	373	1	11	11	100	54.0	0	0	0
626	35	30	20	20	0	0	2	0	0
627	1040	4	20	20	0	0	0	0	0
628	1048	6	20	20	0	0	10	0	0
629	1032	159	20	20	0	0	14	0	0
630	1032	7	20	20	0	0	3	0	0
631	987	5	20	20	0	0	6	0	0
632	932	11	20	20	0	0	10	0	0
633	673	12	20	20	0	0	5	0	0
634	400	9	20	20	0	0	0	0	0
635	650	13	20	20	0	0	0	0	0
636	400	7	20	20	0	0	0	0	0
637	500	8	20	20	0	0	0	0	0
638	600	15	20	20	0	0	0	0	0
639	287	2	20	18	0	0	0	0	0
640	600	10	20	20	0	0	0	0	0
641	500	18	20	20	0	0	0	0	0
642	350	16	20	18	0	0	0	0	0
643	450	10	20	20	0	0	0	0	0
644	442	11	20	20	0	0	0	0	0
645	600	11	20	18	0	0	0	0	0
646	400	11	20	20	0	0	0	0	0
647	500	13	20	20	0	0	0	0	0
648	492	12	20	20	0	0	0	0	0
649	500	9	20	20	0	0	0	0	0
650	800	11	20	20	0	0	0	0	0
651	300	11	20	20	0	0	0	0	0
652	600	6	20	20	0	0	0	0	0
653	550	9	20	20	0	0	0	0	0
654	200	11	20	20	0	0	0	0	0
655	650	6	20	20	0	0	0	0	0
656	400	6	20	20	0	0	0	0	0
657	300	17	20	20	0	0	0	0	0
658	450	16	20	18	0	0	0	0	0
659	542	5	20	20	0	0	0	0	0
660	650	13	20	20	0	0	0	0	0
661	400	33	20	20	0	0	0	0	0
662	400	13	20	20	0	0	0	0	0
663	600	13	20	18	0	0	0	0	0
664	400	9	20	20	0	0	0	0	0
665	400	12	20	18	0	0	0	0	0
666	534	9	20	20	0	0	0	0	0
667	584	12	20	20	0	0	0	0	0
668	500	10	20	18	0	0	0	0	0
669	242	11	20	20	0	0	0	0	0
670	384	9	20	20	0	0	0	0	0
671	700	8	20	20	0	0	0	0	0
672	300	13	20	20	0	0	0	0	0
673	492	11	20	20	0	0	0	0	0
674	450	11	20	20	0	0	0	0	0
675	550	8	20	20	0	0	0	0	0
676	550	12	20	18	0	0	0	0	0
677	242	10	20	18	0	0	0	0	0
678	558	1	20	16	0	0	0	0	0
679	434	14	20	20	0	0	0	0	0
680	200	35	20	20	0	0	0	0	0
681	385	4	20	16	0	0	0	0	0
682	350	13	20	20	0	0	0	0	0
683	450	13	20	18	0	0	0	0	0
684	400	15	20	20	0	0	0	0	0
685	600	16	20	20	0	0	0	0	0
686	350	16	20	20	0	0	0	0	0
687	500	16	20	20	0	0	0	0	0
688	550	10	20	20	0	0	0	0	0
689	500	15	20	18	0	0	0	0	0
690	350	9	20	20	0	0	0	0	0
691	600	10	20	20	0	0	0	0	0
692	500	12	20	20	0	0	0	0	0
693	300	9	20	18	0	0	0	0	0
694	450	9	20	20	0	0	0	0	0
695	698	2	20	18	0	0	0	0	0
696	400	15	20	20	0	0	0	0	0
697	492	10	20	20	0	0	0	0	0
698	610	10	20	20	0	0	0	0	0
699	855	4	20	20	0	0	0	0	0
700	835	1	20	20	100	5.0	0	0	0
701	800	3	20	20	0	0	0	0	0
702	684	4	20	18	0	0	0	0	0
703	664	2	20	18	100	16.0	0	0	0
704	589	2	20	20	100	80.0	0	0	0
705	586	2	20	20	100	90.0	0	0	0
706	654	1	20	20	100	100.0	0	0	0
707	463	2	16	14	100	100.0	0	0	0
708	31	1	20	20	100	5.0	16	0	0
709	2051	11	20	20	100	25.0	16	100	25.0
710	2064	9	20	20	100	35.0	19	100	31.0
711	1750	12	20	20	100	30.0	20	100	30.0
712	1216	2	20	20	100	15.0	17	100	17.0
713	778	1	20	20	100	70.0	0	0	0
714	980	3	20	20	100	30.0	0	0	0
715	540	8	12	12	0	0	0	0	0
716	692	1	20	20	100	100.0	1	100	100.0
717	1340	1	20	20	100	100.0	12	100	100.0
718	1572	6	20	20	100	100.0	11	100	100.0
719	1540	4	20	20	100	100.0	14	100	100.0
720	1572	8	20	20	100	100.0	5	100	100.0
721	1564	7	20	20	100	100.0	6	100	100.0
722	1580	8	20	20	100	100.0	9	100	100.0
723	1558	3	20	20	100	100.0	11	100	100.0
724	1574	7	20	20	100	95.0	9	100	88.0
725	1580	6	20	20	100	45.0	6	100	66.0
726	820	9	13	13	0	0	7	0	0
727	963	1	20	20	100	75.0	1	0	0
728	1671	8	20	20	0	0	12	0	0
729	1924	8	20	20	0	0	15	0	0
730	1911	8	20	20	100	5.0	11	100	9.0
731	1940	17	20	20	0	0	5	0	0
732	1912	2	20	20	100	10.0	14	100	14.0
733	1867	16	20	18	0	0	10	0	0
734	1225	2	20	20	100	15.0	11	100	9.0
735	920	2	20	20	100	95.0	0	0	0
736	522	1	20	20	100	5.0	16	0	0
737	1702	13	20	20	100	50.0	12	100	41.0
738	319	6	8	8	100	87.0	1	100	100.0
739	1006	5	20	18	100	5.0	9	100	11.0
740	1224	14	20	18	0	0	7	0	0
741	1128	11	20	20	0	0	14	0	0
742	1127	6	20	20	0	0	13	0	0
743	1077	7	20	20	0	0	8	0	0
744	450	1	12	12	100	75.0	0	0	0
745	506	3	20	20	100	10.0	17	0	0
746	554	2	9	9	100	11.0	6	0	0
747	264	1	15	13	100	30.0	9	0	0
748	855	1	20	20	100	55.0	3	0	0
749	1660	5	20	20	100	9.0	12	80	8.0
750	1748	6	20	20	0	0	16	0	0
751	1732	10	20	20	0	0	13	0	0
752	1326	4	20	20	100	30.0	8	0	0
753	245	1	7	7	100	100.0	0	0	0
754	856	1	20	20	100	65.0	1	0	0
755	1221	6	20	20	0	0	8	0	0
756	1743	9	20	20	100	15.0	8	100	37.0
757	1728	6	20	20	100	100.0	14	100	100.0
758	1784	9	20	20	100	100.0	7	100	100.0
759	1784	4	20	20	100	100.0	11	100	100.0
760	1792	6	20	20	100	100.0	16	100	100.0
761	1180	1	20	20	100	100.0	9	100	100.0
762	129	3	3	3	100	100.0	0	0	0
763	847	2	20	20	100	100.0	0	0	0
764	860	2	20	20	100	100.0	0	0	0
765	860	2	20	20	100	100.0	0	0	0
766	860	1	20	20	100	100.0	0	0	0
767	766	2	20	20	100	100.0	0	0	0
768	820	1	20	20	100	100.0	0	0	0
769	860	3	20	20	100	100.0	0	0	0
770	848	2	20	20	100	100.0	0	0	0
771	860	1	20	20	100	100.0	0	0	0
772	800	2	20	20	100	100.0	0	0	0
773	845	1	20	20	100	100.0	0	0	0
774	800	1	20	20	100	100.0	0	0	0
775	860	3	20	20	100	100.0	0	0	0
776	860	4	20	20	100	100.0	0	0	0
777	863	2	20	20	100	100.0	0	0	0
778	860	4	20	20	100	100.0	0	0	0
779	844	1	20	20	100	100.0	0	0	0
780	833	1	20	20	100	100.0	0	0	0
781	765	1	20	20	100	100.0	0	0	0
782	794	1	20	20	100	100.0	0	0	0
783	800	3	20	20	100	100.0	0	0	0
784	860	1	20	20	100	100.0	0	0	0
785	852	5	20	20	100	100.0	0	0	0
786	860	2	20	20	100	100.0	0	0	0
787	860	2	20	20	100	100.0	0	0	0
788	857	2	20	20	100	100.0	0	0	0
789	812	2	20	20	100	100.0	0	0	0
790	836	1	20	20	100	100.0	0	0	0
791	852	6	20	20	100	100.0	0	0	0
792	852	2	20	20	100	100.0	0	0	0
793	846	2	20	20	100	100.0	0	0	0
794	843	2	20	20	100	100.0	0	0	0
795	860	3	20	20	100	100.0	0	0	0
796	860	4	20	20	100	100.0	0	0	0
797	838	1	20	20	100	85.0	0	0	0
798	820	3	20	20	100	66.66666666666667	0	0	0
799	900	10	20	20	0	0	0	0	0
800	888	1	20	20	100	15.0	0	0	0
801	915	8	20	20	0	0	0	0	0
802	980	13	20	20	0	0	2	0	0
803	932	5	20	20	0	0	2	0	0
804	936	2	20	20	100	5.0	3	100	33.0
805	940	10	20	20	0	0	4	0	0
806	908	6	20	20	0	0	10	0	0
807	918	5	20	20	100	15.0	7	100	28.0
808	938	7	20	20	0	0	2	0	0
809	946	7	20	20	0	0	5	0	0
810	993	1	20	20	100	5.0	0	0	0
811	979	8	20	20	0	0	2	0	0
812	995	6	20	20	0	0	0	0	0
813	992	9	20	20	0	0	0	0	0
814	993	4	20	20	100	5.0	0	0	0
815	1000	3	20	20	0	0	0	0	0
816	980	4	20	20	100	5.0	0	0	0
817	985	4	20	20	100	5.0	0	0	0
818	984	8	20	20	0	0	0	0	0
819	1000	8	20	20	0	0	0	0	0
820	993	1	20	20	100	5.0	0	0	0
821	1000	14	20	20	0	0	0	0	0
822	1000	16	20	20	0	0	0	0	0
823	986	1	20	20	100	10.0	0	0	0
824	1000	6	20	20	0	0	0	0	0
825	1000	13	20	20	7	5.0	0	0	0
826	1000	8	20	20	0	0	0	0	0
827	1000	10	20	20	0	0	0	0	0
828	1000	11	20	20	0	0	0	0	0
829	990	1	20	20	100	5.0	0	0	0
830	993	2	20	20	100	5.0	0	0	0
831	990	9	20	20	0	0	0	0	0
832	984	5	20	20	0	0	0	0	0
833	971	5	20	20	0	0	0	0	0
834	962	1	20	20	100	10.0	0	0	0
835	990	7	20	20	0	0	0	0	0
836	990	4	20	18	0	0	0	0	0
837	1000	15	20	20	0	0	0	0	0
838	993	2	20	20	100	5.0	0	0	0
839	990	4	20	20	0	0	0	0	0
840	1000	6	20	20	0	0	0	0	0
841	992	7	20	20	0	0	0	0	0
842	980	1	20	20	100	10.0	0	0	0
843	993	3	20	20	100	10.0	0	0	0
844	992	8	20	20	0	0	0	0	0
845	1000	12	20	20	0	0	0	0	0
846	1016	9	20	20	88	5.0	1	88	100.0
847	992	9	20	20	0	0	0	0	0
848	1000	6	20	20	0	0	0	0	0
849	1000	5	20	20	0	0	0	0	0
850	992	4	20	20	100	5.0	0	0	0
851	1000	6	20	20	0	0	0	0	0
852	1034	11	20	20	0	0	1	0	0
853	1000	5	20	20	0	0	0	0	0
854	1000	10	20	20	0	0	0	0	0
855	1034	4	20	20	100	5.0	1	100	100.0
856	1118	2	20	20	100	25.0	1	100	100.0
857	1680	7	20	20	100	83.57142857142857	0	0	0
858	1680	6	20	20	100	94.16666666666667	2	100	100.0
859	1646	9	20	20	100	85.0	1	88	100.0
860	1588	7	20	20	85	89.16666666666667	5	85	100.0
861	1578	10	20	20	90	85.55555555555556	4	90	100.0
862	1612	6	20	20	100	90.0	4	100	100.0
863	1664	6	20	20	66	95.0	5	66	80.0
864	1664	7	20	20	100	98.57142857142857	3	100	100.0
865	1672	5	20	20	60	90.0	5	60	60.0
866	1628	1	20	20	100	100.0	5	100	100.0
867	1680	8	20	20	100	100.0	4	100	100.0
868	1680	4	20	20	100	95.0	7	100	85.0
869	1638	12	20	20	100	87.5	3	100	94.41666666666667
870	1680	7	20	20	100	95.0	2	100	92.85714285714286
871	1680	5	20	20	100	95.0	2	100	50.0
872	1680	9	20	20	55	95.0	7	55	85.0
873	1590	5	20	20	100	84.0	8	100	85.0
874	1680	8	20	20	87	100.0	2	87	100.0
875	1656	4	20	20	75	100.0	6	75	100.0
876	1617	1	20	20	100	100.0	6	100	100.0
877	1659	3	20	20	100	100.0	2	100	100.0
878	1638	8	20	20	100	95.0	7	100	100.0
879	1672	11	20	20	90	97.0	5	90	96.0
880	1680	9	20	20	100	100.0	1	100	100.0
881	1672	9	20	20	66	100.0	1	66	100.0
882	1604	7	20	20	100	89.28571428571429	7	100	97.85714285714286
883	1680	7	20	20	71	81.0	3	57	100.0
884	1628	1	20	20	100	100.0	9	100	100.0
885	1672	11	20	20	90	96.0	6	90	98.3
886	1680	10	20	20	100	99.5	1	100	100.0
887	1672	13	20	20	92	91.25	3	84	100.0
888	1680	4	20	20	100	93.75	1	100	100.0
889	1672	5	20	20	80	90.0	6	80	83.0
890	1648	5	20	20	80	100.0	10	80	100.0
891	1616	4	20	20	75	95.0	9	75	88.0
892	1680	7	20	20	100	100.0	1	100	100.0
893	1680	8	20	20	87	100.0	0	0	0
894	1680	13	20	20	100	91.15384615384616	5	100	92.3076923076923
895	1680	14	20	20	64	100.0	2	64	100.0
896	1614	10	20	20	100	93.0	9	100	94.3
897	1665	5	20	20	100	62.0	3	100	73.2
898	1588	12	20	20	83	89.5	8	83	100.0
899	1466	1	20	20	100	75.0	8	100	75.0
900	1596	8	20	20	87	94.28571428571429	4	87	100.0
901	1596	9	20	18	100	79.44444444444444	4	100	66.66666666666667
902	1680	7	20	20	100	95.0	5	100	80.0
903	1630	8	20	20	100	77.5	5	100	85.0
904	1672	9	20	20	77	100.0	4	77	100.0
905	1664	6	20	20	100	94.16666666666667	11	100	90.0
906	1664	5	20	20	100	95.0	7	100	85.0
907	1680	22	20	20	95	70.23809523809524	4	95	86.9047619047619
908	1646	4	20	20	75	95.0	2	75	100.0
909	1664	12	20	20	83	95.0	5	83	80.0
910	1672	13	20	20	92	97.08333333333333	8	92	92.5
911	1680	7	20	20	100	86.42857142857143	2	100	92.85714285714286
912	1664	14	20	20	100	84.64285714285714	6	92	64.76923076923077
913	1678	5	20	20	60	100.0	5	60	100.0
914	1680	7	20	20	85	93.33333333333333	2	85	50.0
915	1670	5	20	20	80	100.0	8	80	100.0
916	1648	1	20	20	100	10.0	8	100	12.0
917	1672	7	20	20	100	100.0	7	100	100.0
918	1680	9	20	20	100	97.77777777777777	1	100	100.0
919	1640	6	20	20	66	98.75	6	66	100.0
920	1680	16	20	20	87	72.5	2	62	100.0
921	1678	6	20	20	83	100.0	2	83	100.0
922	1680	8	20	20	87	94.28571428571429	1	87	100.0
923	1680	15	20	20	73	95.0	8	73	87.0
924	1640	10	20	20	80	89.375	7	80	71.0
925	1535	10	20	20	100	89.0	10	100	95.0
926	1680	16	20	20	100	93.125	0	0	0
927	1680	5	20	20	100	100.0	3	100	100.0
928	1680	6	20	20	100	100.0	4	100	100.0
929	1680	10	20	20	100	99.0	1	100	100.0
930	1649	2	20	20	100	100.0	5	100	100.0
931	1527	2	20	20	100	95.0	8	100	100.0
932	1680	11	20	20	100	91.81818181818181	4	100	75.0
933	1680	13	20	20	92	90.0	5	92	60.0
934	1680	6	20	20	100	100.0	0	0	0
935	1680	11	20	20	90	98.0	1	90	100.0
936	1632	7	20	20	85	80.0	8	85	74.5
937	1672	4	20	20	50	85.0	6	50	66.0
938	1664	10	20	20	100	96.5	6	100	88.1
939	1664	7	20	20	100	86.42857142857143	6	100	88.0
940	1680	11	20	20	81	95.0	4	81	75.0
941	1665	4	20	20	100	100.0	5	100	100.0
942	1672	7	20	20	100	98.57142857142857	3	100	100.0
943	1664	11	20	20	100	99.0909090909091	10	100	99.0909090909091
944	1596	8	20	20	62	82.0	5	62	84.0
945	1672	8	20	20	100	100.0	1	100	100.0
946	1656	7	20	20	100	74.28571428571429	8	100	74.85714285714286
947	1667	7	20	20	100	86.42857142857143	4	100	89.28571428571429
948	1680	6	20	20	100	95.83333333333333	4	100	79.16666666666667
949	1680	7	20	20	100	98.57142857142857	3	100	100.0
950	1672	11	20	20	90	95.0	3	90	66.0
951	1648	10	20	20	90	100.0	5	90	100.0
952	1680	8	20	20	75	85.83333333333333	3	75	88.83333333333333
953	1664	6	20	20	66	90.0	8	66	75.0
954	1672	11	20	20	63	97.85714285714286	5	63	100.0
955	1672	3	20	20	100	68.33333333333333	4	100	75.0
956	1672	8	20	20	87	100.0	2	87	100.0
957	1680	10	20	20	80	100.0	1	80	100.0
958	1627	5	20	20	100	97.0	13	100	95.2
959	1672	10	20	20	80	100.0	3	80	100.0
960	1677	7	20	20	71	93.0	4	71	75.0
961	1680	11	20	20	45	69.0	0	0	0
962	1680	16	20	20	12	52.5	2	12	75.0
963	1680	7	20	20	0	0	1	0	0
964	1664	4	20	20	50	5.0	5	50	20.0
965	1656	6	20	20	33	42.5	8	16	62.0
966	1648	11	20	20	36	27.5	10	18	50.0
967	1559	6	20	20	100	35.0	7	100	58.833333333333336
968	1680	7	20	20	42	38.333333333333336	0	0	0
969	1672	14	20	20	92	16.923076923076923	3	85	49.583333333333336
970	1680	13	20	20	15	52.5	7	7	100.0
971	1648	8	20	20	37	5.0	5	25	20.0
972	1646	2	20	20	100	5.0	4	100	25.0
973	1672	13	20	20	7	5.0	6	0	0
974	1660	9	20	20	100	26.666666666666668	5	100	37.77777777777778
975	1680	11	20	20	27	13.333333333333334	2	0	0
976	1680	7	20	20	42	25.0	1	0	0
977	1680	12	20	20	0	0	0	0	0
978	1680	9	20	20	0	0	1	0	0
979	1672	16	20	20	12	37.5	5	6	40.0
980	1670	8	20	20	100	15.625	10	100	18.75
981	1657	4	20	20	100	31.25	7	100	35.25
982	1672	10	20	20	10	100.0	4	10	100.0
983	1680	5	20	20	20	10.0	1	0	0
984	1680	7	20	20	100	20.0	4	100	35.714285714285715
985	1638	8	20	20	25	52.5	4	25	62.5
986	1680	7	20	20	42	100.0	1	42	100.0
987	1672	2	20	20	50	10.0	1	0	0
988	1656	9	20	20	22	45.0	12	22	41.5
989	1640	11	20	20	36	7.5	3	27	44.0
990	1680	14	20	20	42	37.5	1	14	100.0
991	1680	12	20	20	8	100.0	2	8	100.0
992	1672	13	20	20	15	5.0	5	7	20.0
993	1680	5	20	20	40	52.5	3	20	66.0
994	1672	8	20	20	25	5.0	7	0	0
995	1680	9	20	20	100	27.22222222222222	4	100	47.22222222222222
996	1680	13	20	20	30	58.75	5	23	80.0
997	1672	8	20	20	0	0	2	0	0
998	1680	6	20	20	16	5.0	5	0	0
999	1680	12	20	20	8	5.0	2	0	0
1000	1680	11	20	20	18	45.0	2	9	100.0
1001	1676	5	20	20	100	9.0	1	100	100.0
1002	1680	9	20	20	11	5.0	2	0	0
1003	1680	5	20	20	0	0	1	0	0
1004	1672	11	20	20	9	10.0	4	0	0
1005	1648	12	20	20	16	5.0	9	8	11.0
1006	1640	11	20	20	54	47.5	9	54	47.666666666666664
1007	1680	7	20	20	14	100.0	2	14	100.0
1008	1680	15	20	20	13	5.0	0	0	0
1009	1680	11	20	20	18	10.0	1	9	100.0
1010	1665	3	20	20	100	36.666666666666664	5	100	46.666666666666664
1011	1672	12	20	20	8	5.0	4	0	0
1012	1680	10	20	20	10	5.0	3	0	0
1013	1672	9	20	20	22	12.5	1	22	100.0
1014	1680	9	20	20	11	100.0	1	11	100.0
1015	1680	16	20	20	6	5.0	3	0	0
1016	1672	11	20	20	9	15.0	7	9	14.0
1017	1627	6	20	20	0	0	5	0	0
1018	1196	10	20	20	0	0	4	0	0
1019	1156	7	20	20	0	0	11	0	0
1020	1180	9	20	20	0	0	1	0	0
1021	1181	7	20	20	100	5.0	6	100	16.0
1022	963	4	20	20	100	55.0	11	100	81.0
1023	841	6	20	20	0	0	0	0	0
1024	900	7	20	20	0	0	0	0	0
1025	900	10	20	20	0	0	0	0	0
1026	900	6	20	20	0	0	0	0	0
1027	900	8	20	20	0	0	0	0	0
1028	900	9	20	20	0	0	0	0	0
1029	900	5	20	20	0	0	0	0	0
1030	900	6	20	20	0	0	0	0	0
1031	900	21	20	20	0	0	0	0	0
1032	900	8	20	20	0	0	0	0	0
1033	900	8	20	20	0	0	0	0	0
1034	900	6	20	20	0	0	0	0	0
1035	900	5	20	20	0	0	0	0	0
1036	890	3	20	18	0	0	0	0	0
1037	855	6	20	18	0	0	0	0	0
1038	900	7	20	20	0	0	0	0	0
1039	900	9	20	20	100	5.0	0	0	0
1040	900	4	20	20	0	0	0	0	0
1041	900	7	20	20	0	0	0	0	0
1042	900	8	20	20	0	0	0	0	0
1043	900	10	20	20	0	0	0	0	0
1044	900	9	20	20	0	0	0	0	0
1045	896	5	20	18	0	0	0	0	0
1046	900	6	20	20	0	0	0	0	0
1047	900	8	20	20	0	0	0	0	0
1048	900	5	20	20	0	0	0	0	0
1049	900	5	20	20	0	0	0	0	0
1050	900	4	20	20	0	0	0	0	0
1051	884	10	20	20	10	5.0	0	0	0
1052	900	16	20	20	0	0	0	0	0
1053	860	4	20	20	0	0	0	0	0
1054	843	2	20	20	100	7.5	0	0	0
1055	900	7	20	20	0	0	0	0	0
1056	900	7	20	20	0	0	0	0	0
1057	900	7	20	20	0	0	0	0	0
1058	892	5	20	20	0	0	0	0	0
1059	881	1	20	20	100	5.0	0	0	0
1060	767	1	20	18	0	0	0	0	0
1061	852	6	20	20	0	0	0	0	0
1062	900	6	20	20	0	0	0	0	0
1063	892	11	20	20	0	0	0	0	0
1064	860	5	20	18	0	0	0	0	0
1065	855	11	20	20	0	0	0	0	0
1066	892	12	20	20	0	0	0	0	0
1067	900	9	20	20	0	0	0	0	0
1068	900	8	20	20	0	0	0	0	0
1069	900	5	20	20	0	0	0	0	0
1070	900	10	20	20	0	0	0	0	0
1071	900	6	20	20	0	0	0	0	0
1072	900	7	20	20	0	0	0	0	0
1073	900	7	20	20	0	0	0	0	0
1074	900	6	20	20	0	0	0	0	0
1075	879	1	20	18	0	0	0	0	0
1076	900	5	20	20	0	0	0	0	0
1077	900	9	20	20	0	0	0	0	0
1078	800	8	20	20	0	0	0	0	0
1079	790	1	20	20	100	10.0	0	0	0
1080	760	14	20	20	0	0	0	0	0
1081	725	3	20	20	0	0	0	0	0
1082	783	1	20	20	100	100.0	0	0	0
1083	719	1	20	20	100	100.0	0	0	0
1084	725	1	20	20	100	100.0	0	0	0
1085	780	2	20	20	100	100.0	0	0	0
1086	782	4	20	18	100	100.0	0	0	0
1087	688	1	20	20	100	95.0	0	0	0
1088	658	1	20	20	100	90.0	0	0	0
1089	664	3	20	20	100	100.0	0	0	0
1090	170	2	5	5	100	100.0	0	0	0
1091	880	2	20	20	100	100.0	0	0	0
1092	880	1	20	20	100	100.0	0	0	0
1093	1063	1	20	20	100	100.0	0	0	0
1094	1049	4	20	20	100	100.0	1	100	100.0
1095	1729	3	20	20	100	50.0	9	100	55.0
1096	1924	9	20	20	0	0	9	0	0
1097	1940	7	20	20	100	5.0	11	100	9.0
1098	1940	9	20	20	0	0	8	0	0
1099	1863	10	20	20	100	15.0	8	100	37.0
1100	1940	8	20	20	100	20.0	13	100	30.0
1101	1932	12	20	20	100	25.0	8	100	50.0
1102	1415	9	18	18	0	0	9	0	0
1103	672	2	20	20	100	85.0	0	0	0
1104	1196	5	20	20	0	0	12	0	0
1105	1772	4	20	20	0	0	10	0	0
1106	1922	13	20	20	0	0	14	0	0
1107	1871	11	20	20	0	0	9	0	0
1108	1904	11	20	20	0	0	8	0	0
1109	1912	9	20	20	0	0	11	0	0
1110	1940	9	20	20	0	0	9	0	0
1111	1880	11	20	20	0	0	4	0	0
1112	1884	7	20	20	0	0	12	0	0
1113	772	1	9	9	100	11.0	8	100	12.0
1114	447	7	20	20	100	30.0	11	100	54.0
1115	574	8	7	7	0	0	6	0	0
1116	824	2	20	20	100	30.0	11	100	27.0
1117	1505	3	20	20	100	100.0	16	100	100.0
1118	1040	1	20	14	100	100.0	8	100	100.0
1119	1099	4	20	20	100	35.0	8	100	37.0
1120	1840	6	20	20	100	100.0	9	100	100.0
1121	1839	2	20	20	100	95.0	8	100	87.0
1122	1840	10	20	20	100	100.0	6	100	100.0
1123	1813	2	20	20	100	100.0	11	100	100.0
1124	1806	16	20	20	100	100.0	6	100	100.0
1125	1600	8	20	20	100	100.0	8	100	100.0
1126	1375	14	20	20	100	100.0	5	100	100.0
1127	880	5	20	20	100	100.0	3	100	100.0
1128	207	7	5	5	100	100.0	0	0	0
1129	216	2	20	16	100	6.0	12	0	0
1130	373	1	20	20	100	80.0	0	0	0
1131	909	3	20	20	100	5.0	9	0	0
1132	1832	11	20	20	100	25.0	10	100	20.0
1133	1952	8	20	20	100	29.375	13	100	25.625
1134	1978	3	20	20	100	65.0	15	100	73.0
1135	1964	7	20	20	100	70.0	14	100	64.0
1136	1944	2	20	20	100	90.0	13	100	84.0
1137	1944	8	20	20	100	78.75	14	100	69.25
1138	1949	5	20	20	100	68.0	19	100	66.6
1139	1877	6	20	20	100	75.0	15	100	80.0
1140	2035	12	20	20	16	35.0	6	16	16.0
1141	1965	10	20	20	70	20.0	7	70	36.285714285714285
1142	1767	6	20	20	100	50.0	12	100	61.0
1143	999	1	20	20	100	20.0	8	100	37.0
1144	787	1	20	20	100	50.0	0	0	0
1145	666	1	18	18	100	100.0	0	0	0
1146	1069	6	20	20	100	100.0	0	0	0
1147	1272	1	20	20	100	55.0	7	0	0
1148	2002	10	20	20	100	80.0	11	100	63.0
1149	1967	3	20	20	100	100.0	10	100	100.0
1150	1973	3	20	20	100	95.0	14	100	92.0
1151	2005	14	20	20	100	100.0	15	100	100.0
1152	2002	11	20	20	100	100.0	10	100	100.0
1153	1926	4	20	20	100	95.0	14	100	92.0
1154	1216	4	20	20	100	90.0	8	100	87.0
1155	377	2	8	8	100	100.0	0	0	0
1156	932	2	20	20	100	100.0	0	0	0
1157	1574	1	20	20	100	20.0	9	100	22.0
1158	1940	11	20	20	0	0	8	0	0
1159	1908	7	20	20	0	0	11	0	0
1160	1908	6	20	20	0	0	12	0	0
1161	1938	6	20	20	50	5.0	5	50	20.0
1162	1870	7	20	20	100	10.0	8	100	25.0
1163	1908	5	20	20	0	0	14	0	0
1164	1796	8	20	20	100	5.0	9	100	11.0
1165	1226	6	20	20	0	0	5	0	0
1166	1132	9	20	20	0	0	0	0	0
1167	114	20	2	2	0	0	0	0	0
1168	856	2	20	20	100	100.0	0	0	0
1169	1068	6	20	20	100	5.0	4	100	25.0
1170	1887	13	20	20	0	0	14	0	0
1171	1916	16	20	20	100	5.0	13	100	7.0
1172	1909	7	20	20	100	5.0	13	100	7.0
1173	1909	7	20	20	100	5.0	11	100	9.0
1174	1881	7	20	20	0	0	11	0	0
1175	834	7	20	20	100	45.0	6	100	83.0
1176	435	2	17	17	100	23.0	0	0	0
1177	231	3	17	13	0	0	10	0	0
1178	1194	2	20	20	100	15.0	8	0	0
1179	1924	14	20	20	0	0	14	0	0
1180	1617	15	20	20	0	0	13	0	0
1181	635	3	12	12	100	75.0	3	0	0
1182	1155	1	20	18	100	38.0	6	0	0
1183	671	15	20	20	0	0	18	0	0
1184	428	2	7	7	100	14.0	4	0	0
1185	1698	2	20	20	100	5.0	10	0	0
1186	1898	16	20	20	0	0	10	0	0
1187	1916	10	20	20	0	0	10	0	0
1188	1896	5	20	20	0	0	10	0	0
